step_idx,depth_m,observed_tqa_knm,baseline_tqa_knm,swob_kn,rpm,hkld_kn,sppa_kpa,residual_knm,drift_knm,slew_knm,token,r_norm,delta_norm,sigma_norm
97,1248.50,4.203036,0.271164,-5.2934,29.00,1203.2439,5650.1847,3.931872,3.605120,0.786374,DriftAccum,0.491484,1.201707,0.039319
98,1249.00,4.203036,0.271164,-5.1599,29.00,1203.5998,5650.1847,3.931872,3.626813,0.000000,DriftAccum,0.491484,1.208938,0.000000
99,1249.50,4.284385,0.271164,-6.6279,29.00,1204.2226,5938.5924,4.013221,3.662064,0.162698,DriftAccum,0.501653,1.220688,0.008135
100,1250.00,4.284385,0.271164,-5.2934,29.00,1204.3115,5938.5924,4.013221,3.698671,0.000000,DriftAccum,0.501653,1.232890,0.000000
101,1250.50,4.230152,0.271164,-7.7844,29.00,1205.3569,5757.5360,3.958988,3.724432,-0.108465,DriftAccum,0.494874,1.241477,-0.005423
102,1251.00,4.230152,0.271164,-7.9178,29.00,1205.2012,5757.5360,3.958988,3.744769,0.000000,DriftAccum,0.494874,1.248256,0.000000
103,1251.50,4.230152,0.271164,-7.2506,29.00,1205.6015,5757.5360,3.958988,3.805781,0.000000,DriftAccum,0.494874,1.268594,0.000000
104,1252.00,4.419967,0.271164,-6.7613,30.00,1204.6674,5518.0122,4.148803,3.899332,0.379629,DriftAccum,0.518600,1.299777,0.018981
105,1252.50,4.243710,0.271164,-8.2292,29.62,1205.2012,5605.0585,3.972547,3.942719,-0.352513,DriftAccum,0.496568,1.314240,-0.017626
106,1253.00,3.945430,0.271164,-7.0282,29.00,1205.2901,5750.0897,3.674267,3.956277,-0.596560,DriftAccum,0.459283,1.318759,-0.029828
107,1253.50,3.877639,0.271164,-6.7168,29.67,1205.0677,5745.4013,3.606476,3.923737,-0.135582,DriftAccum,0.450809,1.307912,-0.006779
108,1254.00,3.836965,0.271164,-7.2506,30.00,1205.5125,5742.9881,3.565801,3.887130,-0.081349,DriftAccum,0.445725,1.295710,-0.004067
109,1254.50,4.264047,0.271164,-7.1616,30.00,1206.1130,5675.4195,3.992884,3.885096,0.854165,DriftAccum,0.499110,1.295032,0.042708
110,1255.00,4.352176,0.271164,-8.0958,30.00,1205.4236,5661.9057,4.081012,3.891875,0.176256,DriftAccum,0.510127,1.297292,0.008813
111,1255.50,4.514874,0.271164,-5.5603,29.00,1204.8453,5901.7743,4.243710,3.920348,0.325396,DriftAccum,0.530464,1.306783,0.016270
112,1256.00,4.514874,0.271164,-1.7126,29.00,1199.7966,5829.3449,4.243710,3.948820,0.000000,DriftAccum,0.530464,1.316273,0.000000
113,1256.50,4.596223,0.271164,-10.3199,29.57,1209.2046,5668.9384,4.325059,3.985427,0.162698,DriftAccum,0.540632,1.328476,0.008135
114,1257.00,4.528432,0.271164,-9.8751,29.43,1207.8256,5692.7943,4.257268,3.996273,-0.135582,DriftAccum,0.532159,1.332091,-0.006779
115,1257.50,4.596223,0.271164,-9.4302,29.83,1207.1139,5721.4764,4.325059,4.031525,0.135582,DriftAccum,0.540632,1.343842,0.006779
116,1258.00,4.609781,0.271164,-9.5859,29.54,1207.7589,5795.3538,4.338617,4.097960,0.027116,DriftAccum,0.542327,1.365987,0.001356
117,1258.50,4.975852,0.277943,-9.8306,29.00,1207.9591,5484.9173,4.697909,4.207103,0.718584,DriftAccum,0.587239,1.402368,0.035929
118,1259.00,4.297943,0.284722,-9.7416,29.00,1208.4928,5704.0327,4.013221,4.251845,-1.369376,DriftAccum,0.501653,1.417282,-0.068469
119,1259.50,4.406408,0.284722,-9.8528,30.00,1207.6032,5750.7102,4.121687,4.264725,0.216931,DriftAccum,0.515211,1.421575,0.010847
120,1260.00,4.175919,0.284722,-10.4978,29.00,1208.6708,5685.1411,3.891198,4.245744,-0.460978,DriftAccum,0.486400,1.415248,-0.023049
121,1260.50,4.175919,0.291501,-8.7630,29.00,1207.4253,5685.1411,3.884418,4.209815,-0.013558,DriftAccum,0.485552,1.403272,-0.000678
122,1261.00,4.392850,0.298280,-8.2292,29.40,1206.7580,5828.8968,4.094570,4.194901,0.420304,DriftAccum,0.511821,1.398300,0.021015
123,1261.50,4.284385,0.298280,-7.4285,29.00,1205.3791,5471.6104,3.986105,4.161005,-0.216931,DriftAccum,0.498263,1.387002,-0.010847
124,1262.00,4.541990,0.298280,-6.5834,29.00,1204.6229,5762.7760,4.243710,4.159649,0.515211,DriftAccum,0.530464,1.386550,0.025761
125,1262.50,4.541990,0.298280,-4.2258,29.00,1202.1764,5762.7760,4.243710,4.151515,0.000000,DriftAccum,0.530464,1.383838,0.000000
126,1263.00,4.786037,0.298280,-1.7793,29.00,1200.3526,5776.7035,4.487757,4.166429,0.488094,DriftAccum,0.560970,1.388810,0.024405
127,1263.50,4.379292,0.298280,-2.0017,29.00,1201.3757,5738.3686,4.081012,4.104739,-0.813491,DriftAccum,0.510127,1.368246,-0.040675
128,1264.00,4.379292,0.298280,-3.8255,29.00,1201.4647,5792.7682,4.081012,4.111518,0.000000,DriftAccum,0.510127,1.370506,0.000000
129,1264.50,4.338617,0.311838,-4.7151,29.00,1202.5767,5955.8982,4.026779,4.102027,-0.108465,DriftAccum,0.503347,1.367342,-0.005423
130,1265.00,4.786037,0.325396,-6.4944,29.00,1204.1114,5809.2467,4.460641,4.158972,0.867723,DriftAccum,0.557580,1.386324,0.043386
131,1265.50,4.148803,0.325396,-6.8058,30.00,1204.6229,5574.6181,3.823407,4.152870,-1.274469,DriftAccum,0.477926,1.384290,-0.063723
